term,coefficient
esta funcionando,-0.2831509157845604
produto ser,-0.28289178278869653
informando que,-0.2828777273804781
mãos,-0.282856400486466
pares de,-0.2828075698623876
pares,-0.2828075698623876
tempo pra,-0.28277931359400044
era presente,-0.2826516426558883
numero,-0.28258839156173265
sem reclamações,-0.28231846498418095
aguardo retorno,-0.282235104715822
rápido parabéns,-0.2821286577032169
apenas duas,-0.28128945836091945
sait,-0.28123407692258307
produto falsificado,-0.28090984431379373
havia comprado,-0.2808212803244926
não igual,-0.28064632080728463
adesiva,-0.2805877425940623
fita adesiva,-0.2805877425940623
08 2017,-0.28052428196345275
do tamanho,-0.2804685179522078
vendeu,-0.27984960109233503
vai ficar,-0.27984396515402077
muito inferior,-0.27949546677386927
informado que,-0.27942906597115436
tablet,-0.2793663688504235
mas recomendo,-0.2791652894391472
meu outro,-0.27895046597360007
completamente diferente,-0.2789501647250326
para saber,-0.2788719190943964
porém recebi,-0.27880436384822005
passaram,-0.27849015923371423
cortina veio,-0.27843775263854326
foi pedido,-0.27826848059768755
mesmo tempo,-0.2781498373928277
ao mesmo,-0.2781498373928277
eu preciso,-0.2779230049707302
feira,-0.2774752066848512
com foto,-0.2774650258168167
produdo,-0.2774067620658619
loja chegou,-0.2772888688660196
está tudo,-0.2772025174970551
não teria,-0.2768634988096337
fiquei super,-0.2766394285535539
de proteção,-0.2761522334960444
película veio,-0.2757350170477049
sim loja,-0.2757320586650266
de má,-0.2756157132817344
produto pois,-0.275594720298453
por cima,-0.2752203063143953
último dia,-0.27521125735246593
comprado com,-0.2751610792305965
deu certo,-0.27510726652647094
compra em,-0.27471722284513245
mais cedo,-0.2737360996415216
houve um,-0.2737126824656654
alegando,-0.2735723077020742
ou meu,-0.27350028248544034
comprar outra,-0.2726077289920026
por dentro,-0.2723856618322035
do kit,-0.2721413826358804
sp,-0.2718929785243776
não indico,-0.2717912242837579
acostumada,-0.2715809792381181
rápido mas,-0.27075119695893707
na dúvida,-0.26970583473351567
entraram em,-0.2692594807994265
entraram,-0.2692594807994265
eu já,-0.2691152618473258
aguardo solução,-0.26897841906349673
de abrir,-0.2685172806520221
responderam,-0.26813424286448173
informado de,-0.26809634929488974
para um,-0.26791597971139086
precisei,-0.26784134112894775
não pude,-0.26778854003944
dias não,-0.2673576250505878
somente recebi,-0.267171010582264
surpreso,-0.2668532128727777
que troca,-0.26638943918217495
prevista produto,-0.26638923675144655
usá,-0.26605629394212577
preso,-0.26593410193263156
acompanhamento do,-0.26546213397939483
inglês,-0.2654427856093918
meu caso,-0.2653335375532244
recebi já,-0.26520364309244027
uma bolsa,-0.26505426265374155
esta compra,-0.2646416704108062
se soubesse,-0.26458405549466774
confesso,-0.2645796890284955
podendo,-0.26451985545641016
usá lo,-0.2645035938534238
ainda assim,-0.2644945278079851
personagem,-0.2643533187812324
pequeno defeito,-0.2640949785956918
entregue mais,-0.2635471399904195
qto,-0.2635197491473483
eu gosto,-0.26349104219765374
recebe produto,-0.26329884386702007
produtos em,-0.26324922263648853
entrega efetuada,-0.2632158702014289
função,-0.2631933753886766
um deles,-0.263111591879852
mostrada,-0.263048080693492
passa,-0.2625756589902099
da frente,-0.2624375578809902
terei,-0.26206858135032923
surpreendi com,-0.2619452976558318
fechar,-0.26187009666018163
valores,-0.26179211842671973
tampas,-0.2617528262587387
envia,-0.2613935144086418
apresentou,-0.2613435722791081
na qualidade,-0.261222623405855
porém no,-0.2610621415540536
não existe,-0.26092009198057803
reclamaçao,-0.2601009444875048
quatro,-0.2597534574840616
protegida,-0.25892826754921455
terei que,-0.2587123973465881
estou gostando,-0.2586781797882858
não um,-0.25852466628480236
31,-0.2584508856495522
procedimento,-0.25824539864095414
comprar neste,-0.25818801661890095
particular,-0.25811906097823295
gostei demais,-0.2579276000293656
site diz,-0.25780718933379687
arranhado,-0.25770260187049654
hora,-0.2575016154405604
produto boa,-0.25741029475158805
chegou não,-0.2570244471026539
eu ter,-0.2570071737910459
loja como,-0.2568722028567221
contato mas,-0.2568470033677812
esta no,-0.2564196712734444
produto péssimo,-0.2560417111977528
fiscal veio,-0.25558836562109555
pelo custo,-0.255019087590236
longe,-0.25457508747719076
previsto produto,-0.2544535453732512
ocorre,-0.25437018824525687
rápido porém,-0.2542118060657737
foi vendido,-0.2541941506794519
pq não,-0.2539706920188297
torneira,-0.25350635775452895
aguardo do,-0.2535035164306126
meses,-0.2534831968887128
de pagar,-0.25334597227478356
mesmas,-0.2533441798289428
vidro veio,-0.2533097919543367
correto recomendo,-0.25328913843816625
sem proteção,-0.253252460016894
recebido não,-0.2529860408556083
dia 27,-0.2528605904256575
sempre entrega,-0.25282483686406704
certo obrigado,-0.25273146455266154
capa não,-0.2527047540950059
estao de,-0.252615087140409
cor branca,-0.2524620566188821
breve,-0.25236825537473084
muito para,-0.2522192663609766
cor vermelha,-0.25185908852052635
defeito estou,-0.25176970304006535
fazer entrega,-0.2513460918948834
não da,-0.25097593295847537
porém os,-0.2504278671962609
luz,-0.25023227434428913
tempo de,-0.25002666323188616
tentando entrar,-0.24989339301568828
queixa,-0.24976979931720303
chega antes,-0.24972695755121488
usada,-0.24963902230046034
uma delas,-0.24934189799856177
embalagem veio,-0.24870807245592785
terceira,-0.2482344026314016
cuidado com,-0.2482235609228081
me surpreendi,-0.24818302465059863
bem como,-0.2480661014928927
tenha sido,-0.24804740849462398
vou dar,-0.24768327938233406
nao me,-0.2476134341462749
cai,-0.24750976309146322
de papelão,-0.24747351898037762
comecei,-0.24712991961001043
data certa,-0.24712411197698117
acabaram,-0.24692596491048335
quase um,-0.24637046481439642
produto ja,-0.2462817978682673
dizem,-0.24616450790662006
américas,-0.2460138467259977
de enviar,-0.24598817013001192
necessito,-0.2459041791044005
muito insatisfeito,-0.2458495470388615
tirando isso,-0.24566077140606213
que será,-0.2455240412309461
entrada,-0.24531247804163012
nenhuma avaria,-0.24487009545502655
no fim,-0.24478009769051506
frete tive,-0.24477009986491574
utilizar,-0.24431846371405275
receber outro,-0.24424224187958885
com mais,-0.2440721874319754
pela metade,-0.24371735385975812
bom prazo,-0.2433730311388572
vontade,-0.2431411048604954
de chegada,-0.24314104486842533
aguardando produto,-0.24296696497027542
só pensei,-0.2429650843978835
adorei comprar,-0.24254314335742744
coube,-0.24238945961124797
depois que,-0.24203563634434538
mas já,-0.2414090679513264
dia 06,-0.2414075772912077
pois paguei,-0.24122080122557113
recebi estou,-0.2409239100734792
de água,-0.24085812089078143
selo,-0.24067589959427935
tentando contato,-0.23992182992383213
adulto,-0.23976256335632382
respondido,-0.23960633518535474
cor azul,-0.2386483786843744
eu estou,-0.2385808411793099
06 17,-0.23855572811449025
aço,-0.23766242248037442
memória,-0.2375992535956972
sugestão,-0.23692900460375996
dois jogos,-0.2368569160249097
com ela,-0.23657630107214023
entendi,-0.23643270582564133
vcs são,-0.23634833777455275
preço prazo,-0.2362025311863102
de lençol,-0.23610083301129606
os aspectos,-0.23547005646242408
aspectos,-0.23547005646242408
só um,-0.23510105424916677
dois kits,-0.23495465893998685
consideração,-0.2349504027432774
são bons,-0.23479143308963446
porem nao,-0.2345438745943745
com bastante,-0.23435059535699684
embalado mas,-0.23430526871228288
meia,-0.23394535666671598
cheio,-0.2338384304519522
colchas,-0.233775513710232
pouco para,-0.23365994118755817
direitinho no,-0.2334108302095117
para empresa,-0.2332767230691807
produto esta,-0.23324688349188097
entrega como,-0.23314304622906964
dá para,-0.23314074876583998
email para,-0.23310031126265168
lojas que,-0.23308759392288583
pelo telefone,-0.23302668885696481
não primeira,-0.2328292981357295
estava dentro,-0.23282666096031643
pesado,-0.23209182707929574
mas que,-0.2320205956863313
uma única,-0.2320007175778937
bem embalados,-0.23191968017015188
foi como,-0.23121963729987535
para devolver,-0.23096297139257255
ótimas,-0.23093738051502358
não tão,-0.23080596501016337
posso opinar,-0.2305706721181685
compra realizada,-0.2303044410885357
uma pena,-0.2300535772482762
foto não,-0.22992102168776668
pq eu,-0.22991705867134504
nem um,-0.2296982225366853
quebrar,-0.2292741861600858
qualquer,-0.22868825532480958
constava,-0.22848532219890155
nome,-0.228222713422535
fone de,-0.22728786369142956
com medo,-0.22707182585238925
medo de,-0.22707182585238925
pela compra,-0.22697104900556153
virtual,-0.22688510501716755
loja virtual,-0.22673798559432481
frete deveria,-0.22672437088732408
me senti,-0.2264046046759086
minha surpresa,-0.226280818458232
pequeno mas,-0.22626669628892562
original mas,-0.22618991945681605
em dia,-0.22605626590509456
chegou depois,-0.22549517988237486
mais pelo,-0.22491439510307573
tempo recorde,-0.22480106072445544
recorde,-0.22480106072445544
pedido ainda,-0.2240908993211649
nem se,-0.223965906171242
cobertor,-0.22363791354055373
estou solicitando,-0.22357400847601175
defeito mas,-0.22351143734417497
me ligaram,-0.22345873556655604
com vendedor,-0.22345647800749174
dos dois,-0.2231178996552034
tentei entrar,-0.2230962515418294
tecido muito,-0.22227852785106728
dia 03,-0.2216908180431043
compra chegou,-0.2215944141936112
por este,-0.22156498145775488
expirou,-0.2215088642504625
de serviço,-0.22145221172162358
vista,-0.22144735044733438
lannister pela,-0.22141950720976294
bom parabéns,-0.22092222868715933
foi efetuada,-0.2205813984833998
receber um,-0.22051203636797137
contendo,-0.22043668357329038
skate,-0.22042085331605615
em outros,-0.22015527170758628
mesmo produto,-0.2201020093223604
qdo,-0.2197602943592491
depois do,-0.21943566542576623
cheirinho,-0.21842867155764595
resolve,-0.2180074327601662
uma película,-0.21784775588994829
prazo exatamente,-0.21715513023373287
na tampa,-0.21701103489612417
de maneira,-0.21693074726068012
não seja,-0.21681369713583368
nenhum tipo,-0.21659585166945783
devolvê,-0.21638307742101617
compra estou,-0.21635341029155425
minutos,-0.21632124967971114
parecem,-0.21582825362945204
retorno do,-0.21564692045328357
trata se,-0.21535300130685256
que seja,-0.2152494644844491
pontos,-0.21485539982729462
mandam,-0.21454519402723277
veio exatamente,-0.2144197009708925
funcionamento,-0.21433763597565808
se de,-0.21420587812422132
superou minha,-0.21402900013880755
entrega eu,-0.21388264702745705
loja em,-0.21292908271599764
pouco de,-0.21285554136271476
ter mais,-0.21274760546831706
uma de,-0.21256253629255045
eu gostaria,-0.21245956891538412
tá de,-0.21231854059873076
permite,-0.21227693940575468
encaixar,-0.21203011855896892
compra prazo,-0.2118664935360885
saber quando,-0.21141463753338466
ver com,-0.21130280685765257
parecem ser,-0.21109718202736474
que tenha,-0.21069318844104556
satisfeitos,-0.21036428861686068
divergente,-0.2101993701258946
caixa estava,-0.20988963967282726
pra entregar,-0.20966903812521748
perto,-0.20958476818490526
nenhum defeito,-0.20948508545405617
que fazer,-0.20934546405127602
em outras,-0.2090855890481737
receber uma,-0.20894080061502673
uma embalagem,-0.20879759581751037
contato do,-0.20859925275653432
compra na,-0.2084645977456908
teria comprado,-0.20828250441864582
agente,-0.2079223016504297
do carro,-0.20773458184849206
recomendo ótimo,-0.20758963903471153
cancelado,-0.20728283355796684
de devolver,-0.20662490639786324
tiver,-0.2061025296829056
só chegaram,-0.2058496406708963
de segurança,-0.20561542589233053
chegou,-0.2054050991850844
mas vou,-0.20529462185976735
veio outra,-0.2050460243167808
oferta,-0.20462606530487426
hdmi,-0.20329890532981687
mas estou,-0.20329266603262613
aparenta ser,-0.20283184758524542
sentido,-0.2025776457455886
ótimo prazo,-0.20256247162439756
faltando os,-0.20227574136489182
como foi,-0.20209297505938528
em nenhum,-0.20159781711014688
metros,-0.20137854971002633
no correios,-0.20131816664764704
pintado,-0.20122629775149742
fios,-0.20122416770723583
um saco,-0.20036167330567956
voltar comprar,-0.20036163808060356
encomendas,-0.20029579315915777
troca do,-0.20010476405261188
produto apesar,-0.2000503423351874
enganada,-0.19987646950166962
serem,-0.19962932140845388
com esperado,-0.19944405969926324
minha impressora,-0.19849876648375417
que pedido,-0.19670669960034642
vou ter,-0.19659598061438338
40,-0.1965036612730805
soltou,-0.19644709633339394
correto chegou,-0.1961630331977673
que para,-0.1959263978175936
tem nada,-0.19573413754949442
super feliz,-0.1954913508652317
bom porém,-0.19536993733566854
fantástico,-0.1938377707431212
parecia,-0.19357167439661513
ao chegar,-0.19344845482117495
resposta para,-0.19337925188223057
pra não,-0.19309701796717396
seis,-0.19299537624953964
para devolução,-0.19279041913979475
recebi outra,-0.19271873988002325
compra nessa,-0.19158667746509717
acho uma,-0.19158508088292442
de receber,-0.19148735489067448
devo proceder,-0.19108523408105818
chateado,-0.19076537071472977
somente com,-0.19015485964604623
era uma,-0.1897438658688787
vou ficar,-0.1895986134780204
avaliando,-0.1895152643734346
estou avaliando,-0.1895152643734346
como devo,-0.1894830781138313
caminho,-0.18867703123930477
nao tive,-0.1884799075124812
como estava,-0.18843472616416534
gostei foi,-0.18822640597051027
mas poderia,-0.188208063177554
soubesse que,-0.18774316534939742
sabia,-0.18746637357971674
vai ser,-0.18733873825833128
mais tudo,-0.18721325989231513
sacola,-0.18720511945830884
no rastreamento,-0.18699118799244155
preço muito,-0.18680309143959817
selo do,-0.1866650033715643
me informaram,-0.1865794908533799
envelope,-0.18641494725783922
condições antes,-0.186096653357188
por se,-0.18583087337626172
pra trocar,-0.1856206078680091
deve ser,-0.18552731154248298
modelo de,-0.18551924372043258
oferecido,-0.1854474872397171
suficiente,-0.185443280699907
para envio,-0.18528134039678024
cheio de,-0.1850108374824966
capacidade,-0.18500946661449494
fui enganado,-0.1843708585909345
além da,-0.1837847521294695
um imprevisto,-0.1830398987321427
qualidade as,-0.18208237678162273
de agosto,-0.18196469394949935
agosto,-0.18196469394949935
gostei mesmo,-0.18120191264917104
mas agora,-0.1809809243982234
lannister pois,-0.18059676622885892
mesma marca,-0.18057038414349189
não chegaram,-0.17996082011045691
mas fora,-0.17989735698597342
obtive retorno,-0.17965169657439556
tonner,-0.1790100144467363
aparelho não,-0.1789800760172244
consigo,-0.17873038511816505
sinceramente,-0.17855739801541004
dias produto,-0.17811330371301104
pois estou,-0.17781211203607658
possivel,-0.17750579982923517
última,-0.17743246145525102
um par,-0.17710080678679435
tb,-0.17689903007614746
cada vez,-0.17643917850041876
supera,-0.17641894233453512
dia 01,-0.17620121382011264
houve uma,-0.1757003464044698
dias diferentes,-0.17549462411599084
da targaryen,-0.17460849161094968
original não,-0.17417869262082147
cancelar compra,-0.1741479782817052
junto ao,-0.173906072240032
cobraram,-0.17314102622789254
exelente qualidade,-0.17309880234726843
de exelente,-0.17309880234726843
por mais,-0.17217996246458359
muito pequena,-0.17211883458070615
um celular,-0.17205443783287833
sabia que,-0.1719462283563901
agencia dos,-0.17194238261151035
errado veio,-0.17015770587025023
não veio,-0.16975701326970605
ser uma,-0.16966761995004026
achando,-0.1695327623161203
sexta,-0.16803661904615153
data da,-0.1678726254798502
faltou uma,-0.1677647082470571
porém eu,-0.1664783494182429
daria,-0.1663991873305501
recebendo,-0.16617122248881883
que continue,-0.16585695798534678
prazos de,-0.16529243099905785
lâmpadas,-0.16496607329554602
dia 19,-0.16474861088164638
das duas,-0.16467886778797214
porém com,-0.16333343067672196
isso sempre,-0.1633104697589874
pra entrega,-0.16300060153335935
porém na,-0.162152198466709
eles não,-0.16214540808358913
cortar,-0.16191332210763565
em inglês,-0.16145161729372903
entregaram apenas,-0.161417085299386
do cabo,-0.16133691009108841
de espera,-0.1608646448821482
devo,-0.1590306595988258
volto,-0.158743562883768
ponto negativo,-0.15849345491319966
vou fazer,-0.15780524961976283
optei,-0.1577570322276263
chegou só,-0.15761388087014253
pra ser,-0.15632038979469787
acrílico,-0.15624551704948741
filho gostou,-0.15606797953388157
rio,-0.15525779005943066
não entendo,-0.15512161296352098
detalhe,-0.15491954465554025
não pode,-0.15420843001337858
conforme previsto,-0.15356809223162182
relógios,-0.15319043038759966
solto dentro,-0.15212600203244978
efetuado,-0.15099439239412235
um envelope,-0.15059317886896081
pano,-0.15036714340050794
pra usar,-0.1497510263779355
duas cortinas,-0.1494785266028574
lamentável,-0.1492024392377815
mesmo foi,-0.14897938694430005
um valor,-0.1488216077698273
em caixa,-0.14745609476538374
as mercadorias,-0.1466597372401949
vamos ver,-0.14613939603204754
apenas 01,-0.14512525354214859
devolvido,-0.14372742426505672
corte,-0.14224134452411738
site da,-0.1414812620748859
porém chegou,-0.14123094151097296
de 20,-0.14064034783468196
descrição não,-0.14029236677154797
mais foi,-0.13953048863019538
veio corretamente,-0.13888245916271194
conferir,-0.13849210246713686
da outra,-0.13829746980602792
gostei pq,-0.13821384820121688
de cabeça,-0.138185909744961
um cartucho,-0.13621738396629493
que ja,-0.13609009680056758
tentei,-0.13567834867203818
me mandaram,-0.13562146951377188
site lannister,-0.13548965638424287
os parceiros,-0.13535876847566478
defeito na,-0.13343078643125325
folga,-0.13174339886937037
esta empresa,-0.13165729589157046
bonito recomendo,-0.1313900777562683
cor errada,-0.13020336245780179
no mais,-0.12992335641070404
correto no,-0.12987203048539925
esse problema,-0.12966958711513474
em estoque,-0.1291034484381808
conformidade,-0.1286440800055084
para montagem,-0.1282077545803156
expectativas produto,-0.12759912531229375
de aniversário,-0.12753046478044638
poderiam ter,-0.1266442868225483
estojo,-0.1261102026189458
demora para,-0.12600444634777547
há muito,-0.125344372459792
certeza voltarei,-0.1250806783617201
não vale,-0.12507143894254874
produto exatamente,-0.12503812085551377
resolver isso,-0.12472017060161394
bom superou,-0.12366919451713114
comprei dia,-0.12302999066576076
solicitação de,-0.12301323574733185
dentro de,-0.122894801933307
entro,-0.12283788576550675
ficar com,-0.12164618920913395
ótimos,-0.12106802616680465
já reclamei,-0.12060493442053964
só tem,-0.11996813032347563
assim não,-0.11948831979491452
da imagem,-0.11914729842276128
ok,-0.11839658268590235
do brinquedo,-0.1181024555738999
meu cartão,-0.11803575897474991
moto,-0.11730362881604323
material não,-0.11674157556370163
não permite,-0.11656914378370213
passar,-0.11559516742961735
produto totalmente,-0.11503671100111897
resolver problema,-0.11438482449180959
falar com,-0.11432459770105778
frascos,-0.11405681479001657
era original,-0.11387107827984513
cartucho compatível,-0.11378244461126703
cumpriu prometido,-0.1126047306114631
muito chegou,-0.11246102763653655
se comprar,-0.11208516277901096
achei fosse,-0.11036800011327456
outras vezes,-0.11009314412456979
mês de,-0.10939538898021614
que embalagem,-0.10923663826462807
pedi devolução,-0.10761263918617014
sedex,-0.10758078846614491
buscar no,-0.10701430877792341
ser bom,-0.10554651266444812
programada,-0.10502515304439101
produto so,-0.10455936266224931
falso,-0.1043778803915774
meu aparelho,-0.10263940042547068
desde dia,-0.10233041516191792
corretamente produto,-0.10093454006327415
mais vezes,-0.10035405502670891
so nao,-0.09816769218073941
levar,-0.09791894665912144
canon,-0.09778412024672262
no envio,-0.09729354533492322
produto mais,-0.09623534488410365
produto que,-0.09613333048430583
pedi um,-0.09605831761411306
que frete,-0.09523325208544295
podia ser,-0.09395539245145389
certo chegou,-0.0928676301819592
entrega porém,-0.09273498847488316
de peças,-0.09089053286425354
com site,-0.09084382363082487
parece um,-0.09054631926545556
nunca aconteceu,-0.09046388260299511
extenso,-0.09034048428618635
maquiagem,-0.08922246804158769
bom estou,-0.08819373694323668
durabilidade,-0.08695861639952542
microfone,-0.08618815333063864
proceder para,-0.08344958271234963
paulo,-0.08199525141143038
por transportadora,-0.07828319978429445
isso tudo,-0.07823146150428435
dessa vez,-0.07713767083476233
guitarra,-0.07638607359254408
não carrega,-0.07564545026116637
não há,-0.07558921512309127
gostei pois,-0.07368417855528467
atendimento recomendo,-0.0720791731577815
trincado,-0.07118932362465064
mesmo que,-0.06991207849311971
necessidades,-0.06915239630178772
nao tem,-0.06560702029244858
bom gostei,-0.06557685878136477
dia de,-0.06457142503396945
24,-0.06379040710215263
não como,-0.06148482739081471
estou tendo,-0.06140060368690929
casa tive,-0.0612620285801514
não abri,-0.06117921584277797
juntas,-0.06110965409488627
comprando,-0.05960586278122226
além disso,-0.0590630477958878
seriam,-0.05883259575947535
justo,-0.05816094398301868
no dia,-0.055528975219658015
entrega poderia,-0.05495537651418455
produto bem,-0.054609024407204144
na casa,-0.04862672252336857
só faltou,-0.04437645573264848
do brasil,-0.04407474857757337
porém achei,-0.04301384988238361
uma entrega,-0.040511372553840366
dor,-0.039356631718074526
dor de,-0.039356631718074526
com uso,-0.038200908661526325
comprei esse,-0.03797514129296764
da stark,-0.03782682158109369
como original,-0.03759318521955914
obter,-0.0373353691645285
entrega das,-0.035289447555032036
usei ainda,-0.03423661113297294
achando que,-0.0337063781073146
email não,-0.033450378168918785
já passou,-0.032366488842813686
grande mas,-0.030632223819666758
certinho,-0.02955888881151473
cartão de,-0.028852159829617134
uma cortina,-0.02810615323131372
parabéns lojas,-0.026966534486309136
vida,-0.022456758111815116
bom entregou,-0.021928712973026183
entregar produto,-0.01972948461319538
28,-0.017947375528125416
estorno do,-0.017590646419747533
competência,-0.014927262206036674
comprar em,-0.014322181140666072
2017 até,-0.012209925500755418
preços,-0.00959987863563977
demorada,-0.008014011039038696
ato,-0.006452558689988134
em breve,-0.003392493681916941
para chegar,-0.0027004254203590906
testar,-0.0012276713027717036
foi realizada,0.0024487455097656676
lannister não,0.0073438439819801995
produto está,0.010686477585058918
da demora,0.01136083978029648
complicado,0.012180716619605873
por favor,0.018162985261968953
quarto,0.024427530261323622
hora que,0.024784684696289888
assim que,0.02549651023463419
receber meu,0.02637617047225356
para me,0.030200010310798345
foi feito,0.032539523768857354
imaginei que,0.03435863194300821
saindo,0.03560179456441885
veio correto,0.04968819480373987
tenho do,0.05158054836033799
constam,0.051976628564616434
resistência,0.06026561033618574
brasil,0.06143871462694185
realizar,0.06400594471414713
corretos,0.068210781087494
ser muito,0.06897147354289641
qualidade entregue,0.0730657215991824
recebimento do,0.08016638280962976
recebi minha,0.08018945521533294
primeira,0.08021286131904144
ato da,0.08232034024705935
prazo adorei,0.08243989651105921
prateleiras,0.08527888209530021
adorei muito,0.09119188241058385
ideal,0.09151060586129019
rápida estou,0.10137458011419112
no produto,0.10209509287142145
faltaram,0.10898808882490114
outras pessoas,0.1108358911250633
de muita,0.11108128392944865
não se,0.11306298648000479
provavelmente,0.11685110524276716
filho adorou,0.11887376324060343
não recomendaria,0.1214885156514374
eu estava,0.12236008437269107
mais produto,0.12853436873147306
pois chegou,0.1294674517091883
realizado,0.13055495403170192
chegada do,0.13158268478461177
sabor,0.13670426295954577
outro que,0.1401803675339109
entregue até,0.14023398045913704
troca pelo,0.1415677185573044
muita qualidade,0.14478370177548294
muito linda,0.14926277689380682
só uma,0.15109091840171734
muitas,0.15171362668931326
foi otimo,0.15300625076153407
furos,0.1547559991349879
tambem,0.15546121035325083
tão bom,0.15579511688327552
de plástico,0.15705799836931805
me informar,0.15920577017568976
fosse um,0.1609636322626042
no ato,0.16330737732727982
produtos foram,0.16596874444722043
avalio,0.16815568973444245
explicando,0.17363857527004828
havia,0.17494302659500063
outra pessoa,0.1759712701881825
tinha,0.18004463609714322
avarias,0.18286460509006014
foi perfeita,0.18294643709993175
não tem,0.1844036735750418
para se,0.18827804985951563
boleto,0.19219904786103334
buscar,0.19477296545074269
parabens pela,0.20579956740788655
gostei dos,0.20587385858420373
corresponde ao,0.21566094957149065
deixar,0.21573767632140148
ate,0.21713383535352854
acessível,0.21778840690927115
atendimento ao,0.21922353562281127
local,0.22498124737408406
ótimas condições,0.22883183935626047
em ótimas,0.22883183935626047
para entregar,0.23021418602076524
mas este,0.2321024144099304
esperava um,0.23306291755614617
uma máquina,0.23374557738072418
grandes,0.23589474931185894
consegue,0.23778522158848361
alto,0.24356730412263397
acabamento,0.2450834568587853
do site,0.2462409913323774
veio só,0.24846937467398897
das peças,0.25554682702853093
dos correios,0.25816742834564765
no momento,0.2615302105341605
vir,0.26680994527155966
produto anunciado,0.2713463534158297
solicitei troca,0.27182572569431024
na primeira,0.273258669448997
atingiu,0.27382753969031287
muito da,0.27733840313614727
porcaria,0.28902956294423404
prazo preço,0.2893504857479992
problemas recomendo,0.29189236384088285
tem um,0.2960887470925727
atendente,0.3001621574205518
bom mesmo,0.3003363491512776
acredito,0.3016863573726015
so não,0.3033960913724044
solteiro,0.30822089722547
avaliar,0.3102943523423899
ter que,0.3141052237544296
kit de,0.3190612357685882
produto material,0.3195030576589139
tres,0.31996472580596624
parabéns entrega,0.33190011171252426
escolher,0.3418317976885078
de solteiro,0.3453224916187551
duvidosa,0.3519723787556932
não entregam,0.35198214744973494
produtos veio,0.35430629968994615
entregador,0.3547995805170425
da cor,0.36433840484620217
produtos de,0.36799131816174385
foi primeira,0.37480388133431314
passou do,0.3769069822056503
pequenas,0.3801758859200643
vocês não,0.38155948602954054
espero receber,0.3978820347981926
interna,0.4013246527514109
imagem do,0.4023854541566848
porque,0.4049743012411805
tapetes,0.4067092752242609
lannister sempre,0.40952733924889123
com seus,0.4099932398405029
nas fotos,0.4103444238759642
que tive,0.410408086455633
certo com,0.4124506476190379
acredito que,0.4151998953105433
produto só,0.41778899850687096
parcialmente,0.41857243766357205
vou continuar,0.4200838157161221
muito demorada,0.4270942579643888
pedindo,0.4330638940834539
compra já,0.4361692375241832
rádio,0.45140895248872465
mim,0.4543403217803454
correio não,0.45920810326105277
os pedidos,0.46453352291346234
menor que,0.4699150995339536
ao produto,0.4763993298329671
uma reclamação,0.47914040827494464
pulseira,0.4811324027634533
ao anúncio,0.48491810538506175
bom como,0.4855859736009758
condições,0.4881888747050497
entregue foi,0.48997242357112425
serviços,0.49007575383685675
que comprei,0.4970047512892943
cortina linda,0.5032037410378772
os parafusos,0.5071993950761613
um tapete,0.5080409749460741
depois,0.5103408811873861
deu,0.513253951853245
lancheira,0.5137190134995997
tinta,0.5151507284485856
frete não,0.5216282644364667
medida,0.5291550207077477
ao invés,0.5306379960554837
invés,0.5306379960554837
sempre no,0.5332145153774531
ninguém comprar,0.5352937971379512
suporte de,0.5367404638731311
dados,0.5496941908444585
no cartão,0.5580528672477025
continuar comprando,0.5605687118100259
tranquilo,0.5690663105658947
chegou outro,0.5735884600756808
muito satisfeita,0.5757265964251245
espero não,0.5775518765875842
15,0.5831272071311802
ligaram,0.5929532989078528
grato,0.5938944981308907
preço justo,0.5991757027377275
preço ótimo,0.6003702578670738
satisfeita chegou,0.6104379476855941
só veio,0.6215409512355609
pra que,0.621593461723447
mau,0.646011538538707
dos produtos,0.6531513281612408
são,0.655937987246245
empresas,0.6622965519491671
loja recomendo,0.662513094110685
causa da,0.6626713036188967
cliente satisfeito,0.6658076736228163
de uma,0.6664513720587282
as peças,0.6694776536941371
forro,0.6717817711343882
fones,0.6756767249588405
cor preta,0.6781864167013625
adquirir,0.6784477722855147
parabéns loja,0.6820723193124298
razoavel,0.7016449305077238
também não,0.7053076787531558
com preço,0.705582951399585
certo antes,0.7080025126254996
ouve,0.7131298787573463
americana,0.7167606424106597
entrega dentro,0.7279444483763128
todo,0.7316456240401836
eu super,0.7361759242375502
material resistente,0.7420487785590137
da cortina,0.7423244316639787
eficientes,0.7483969956846888
não sei,0.7517116698260081
consta,0.7581196829322739
na nota,0.7701536291684659
ótimo super,0.7723019476221085
embalado entregue,0.7831471423553653
excelente qualidade,0.7909092627000522
sim,0.7922688820225433
ficou muito,0.7962014225262737
toda,0.7980937081848666
que vi,0.8051134953894803
sempre muito,0.8065293760830055
ficou,0.8108204316880933
mandaram um,0.8174045683225519
valor,0.8225462958782198
uso,0.8228233158314474
jeitinho,0.8262691986472107
atrasado,0.8299314700474552
avisar,0.8317971849638451
parece bom,0.8376280626595715
protegido,0.8398976757581617
veio uma,0.8495098472228925
na hora,0.8594812388810844
veio do,0.8595789810286784
entrega sempre,0.8689034788271083
providências,0.8699160325097449
dentro do,0.8730907969751873
base de,0.8771565840055854
sem avarias,0.8795260540418728
cobrado,0.8812509547504872
de tinta,0.883128868895926
compra recomendo,0.893666153614225
falhas,0.9108166858024894
acima,0.9227459472923542
um prazo,0.9258168229199315
